author,text,published_at,like_count
@ionbugiu9547,Stima pentru ceea ce faceți   ....,2024-11-17T17:48:12Z,0
@cezarika27,comentez pentru algoritm sa vada toata tara,2024-11-17T17:47:47Z,1
@adrianchis5484,Orasul unde stau eu in Anglia a avut mereu o problema cu sectiile de votare care nu faceau fata numarului de romani din avest oras. Acum  alegerile nu mai sunt in Portsmouth si s--au mutat intrun sat la 16 km distanta. La europarlamentare nu era nimeni la vot :( . Vreau sa ma interesati daca acest caz este prezent si in alte orase cu comunitati mari de romani. Va multumesc pentru ce faceti pentru Romania si pentru noi .,2024-11-17T17:47:39Z,0
@mariandraghici3059,"Imi aduc aminte cand am plecat in strainatate in 2014 si nu am  dormit in noaptea alegerilor sperand ca Iohanis sa devina presedinte, acest ""turist"" a lasat o tara intreaga balta, speram totusi ca el sa faca o schimbare si sa ma pot intoarce inapoi in tara, acum fix dupa 10 ani il urasc si nu mai am nici o speranta de intoarcere cu actuala clasa politica",2024-11-17T17:47:27Z,0
@bobobogdy100,trebuie sa nu mai voteze nimeni PSD și PNL...,2024-11-17T17:47:17Z,1
@alexandruandrei4050,Călin Gorgescu Președinte..! 🇷🇴💙💛❤️🇷🇴,2024-11-17T17:47:09Z,0
@kiliorei,Un om bun la nimic,2024-11-17T17:47:08Z,2
@nicubarbulescu739,Multumim Recorder!,2024-11-17T17:47:07Z,0
@alexstian05,"Să nu uităm ca și Iohannis a fost ales DIN LIPSA DE ALȚI CANDIDAȚI POTRIVIȚI. Se pare ca istoria se repeta, de data aceasta cine va fi dezamagirea ? Îmi pare rău, România..",2024-11-17T17:47:03Z,0
@Sitglm,"E vinovat pentru uciderea speranței poporului român!
Cea mai mare dezamăgire din toate timpurile !",2024-11-17T17:47:00Z,697
@elaernst2246,acum ca se aproprie iar alegerile sunt mahnita😢nu ai nici un candidat care sa merite efectiv sa fie la carma acestei tari... vom gresi din nou 😢va fi o provocare sa ne traim viata in RO.,2024-11-17T17:46:54Z,0
@g.e.5126,"Este un individ abject. 
Vot S.O.S. România!",2024-11-17T17:46:43Z,0
@steph_1e0,ne-ati dat greu ca asta,2024-11-17T17:46:37Z,0
@TheDraguselu,"Sper sa se uite si politicienii la acest reportaj, sper sa inteleaga si sa faca ceva pentru acest popor 😢",2024-11-17T17:46:37Z,0
@virgil81188,Thanks!,2024-11-17T17:46:31Z,1011
@marty257,❤,2024-11-17T17:46:30Z,1
@gicaio8564,5.4K like in 50 minute. 💪,2024-11-17T17:46:21Z,2
@xyo2434,"Ana Birchall n-am știi să votăm ca popor. Singura cu școala făcută pe bune și care a dat dovadă de fapte, nu de vorbe.

Hai sa ii votăm în continuare, așa cum a spus un domn la începutul materialului, pe cei ""cu bacul luat la 40 de ani"" (Ciolacu, dar in realitate, nu pe hârtie).",2024-11-17T17:46:21Z,0
@Jorascu1942,"Respect Recorder,sistemul va numi un alt Johanis.😢😢",2024-11-17T17:46:20Z,26
@trancepower3824,"Sa vedem cat ia ciucanis, moștenitorul împăratului manelist",2024-11-17T17:46:08Z,0
@catalina5382,"25:48  cu cât trece timpul, cu atât îți dai seama că un turnator corupt a fost cel mai bun președinte din istoria modernă a României. Băsescu, definiția ""a-furat-dar-a-și făcut"" este aparent tot ce a putut Romania mai bine in zeci de ani. Trist. 

Si mai trist că in loc sa mergem tot in sus de la Băsescu, am mers in jos. Daca trebuia să intrăm in NATO sau EU astazi, cu conducerea actuală, nu am fi avut nicio șansă.",2024-11-17T17:45:58Z,1
@jaboulanu,"ponta se preface ca a ales poporul prost, nu ca am  preferat un dulap indiferent fata de un cacat tupeist :)",2024-11-17T17:45:45Z,2
@iulikiri,este incredibil cum tara asta merge inainte......cu o clasa politica de o clasa super mediocra,2024-11-17T17:45:43Z,0
@Valy101,"😅Multumim Recorder!Ce ne-a mai mintit si robotul asta anemic.Ba ce mizerii de politicienii si acum vin sa ne spuna nuvele.Cata tradare ,cat interes pentru bunastarea lor si a familiilor lor!Dragoste si razboii.Robotul si compania au dus Romania in regresie, 10 anii de Romania lucrului bine facut.Acum vin fratii CICI sa ne scoata la lumina.Niste papusii Muppets.",2024-11-17T17:45:22Z,0
@waitzinger11,"Pt cei ce l au votat pe Iohanis, oare ce asteptari aveau atunci cand iei pe unu care NU e roman...il pui in fruntea romanilor...si vrei sa faca ceva pt romani...  cu 6 case ca si bugetar... cu  trecutul sau din anii 90 cand intermedia ,,adoptii,, contra cost in afara cu copiii romanilor.. si altele.",2024-11-17T17:45:12Z,0
@adrianm1239,Recorder inca o data ati demonstrat ca sunteti cei mai tari jurnalisti.,2024-11-17T17:45:05Z,0
@constantinrazvan9094,Cel mai slab preș edinte. Să ne ... pe el,2024-11-17T17:44:55Z,0
@alexburghiu,Multumim @recorder pt aducerea aminte. Noi avem memorie scurta si idei fixe si putine!,2024-11-17T17:44:53Z,0
@bungercolumbus,"Oricat de naspa a fost Iohannis... Chiar nu as fi vrut sa fi trait prin ""deceniul Dancila""...",2024-11-17T17:44:44Z,0
@rogaming2683,Aur pentru România 🇷🇴 George Simion președinte,2024-11-17T17:44:41Z,0
@liviuliv6900,Mulțumim ❤❤❤❤❤. Din păcate noi romanii ne luăm si ne vom lua tepe mereu.,2024-11-17T17:44:36Z,1
@lucineful,GUNOIUL  !!!!! GUNOIUL !!!! UN GUNOI !!!!!  GUNOIUL !!!!!!!!!!!!!!!  CANCERUL PE EL !!!!!!!!!,2024-11-17T17:44:28Z,1
@sailorsenshiamichan,"wake up honey,new recorder movie just dropped",2024-11-17T17:44:11Z,0
@gabrielparfene3353,"Noi nu ne mai facem bine ...
Nu un președinte schimbă Țara, in gena noastră suntem un popor fără demnitate, pervers s.a...
Nu ai cum să ai caracter și să intri in politică.. Mulți vor înțelege ce vreau să spun 😢păcat că suntem puținii😔",2024-11-17T17:44:08Z,2
@zoiatase,Singurul meu merit este că nu l-am votat NICIODATĂ....mi-l închipuiam ca profesor și eu elev...singura motivație ar fi fost să chiulesc de la orele lui sau să ațipesc!,2024-11-17T17:43:54Z,1
@trancepower3824,Mortăciune manelista de lux care 10 ani a dormit și a adus PSD peste Romania,2024-11-17T17:43:53Z,0
@Dobreilinca1,Felicitari!,2024-11-17T17:43:39Z,1
@viorelS833,A preferat să se dea de partea mafiei și să fie huiduit toată veața lui...,2024-11-17T17:43:38Z,0
@cipmars,"Eu cred ca totusi in turul al doilea s-a furat la greu. Cred ca totusi Romania arata mai bine decat ar fi aratat cu Ponta la conducere, dar nu multumita domnului Iohannis. Dumnealui nu a facut nimic.",2024-11-17T17:43:34Z,1
@AdrianaLepadat-d1f,L-am votat cu speranță de mai bine.Dezamăgirea  e pe măsură .Acum  î-mi provoacă dezgust.Mulțumim Recorder.,2024-11-17T17:43:25Z,39
@andreivitonescu,Mulțumim!,2024-11-17T17:43:16Z,0
@FTL1511,"Sequel la ""30 de ani de democratie""",2024-11-17T17:43:15Z,0
@theflinch,Looks like Iohannis back on the menu boys!,2024-11-17T17:43:14Z,0
@crinahuian2140,Si totusi multi nu vor intelege nici in acest ceas tarziu.....,2024-11-17T17:43:08Z,0
@MegaStefanutz,Felicitări Recorder! Rușine acestui individ mărunt!,2024-11-17T17:42:41Z,15
@TheDavidmuresan1994,"Vedeți ca istoria se repeta cu Lasconi. Exact același profil, parcurs asemănător, etc. 

Eu sunt medic, plecat din țară și voi vota Simion. Doar așa, pentru o schimbare",2024-11-17T17:42:31Z,0
@blue98051,"Țara nu se schimbă cu un președinte, majoritatea nici nu cunosc ce atribuții are un președinte",2024-11-17T17:42:28Z,2
@mihaicaraman7840,"Câtă speranță ne-am pus într-un om care, credeam noi, ne va arăta  un altfel de mod de guvernare, însă,  în zece ani ne-a demonstrat că a fost cel mai inutil român.  Nădăjduiesc că,  măcar acum, ne-am trezit.",2024-11-17T17:42:15Z,0
@TheCorveax,"Un om de nimic un corupt  jegos mincinos
A tinut Romania pe loc 10 ani .",2024-11-17T17:41:50Z,1
@corandravir-w9m,Imi doresc sa ne bucuram iar in strada cand va iesi presedinte dna Lasconi.,2024-11-17T17:41:47Z,2
@ovidiuapintiliesei4526,Ăsta e deja film,2024-11-17T17:41:42Z,0
@Ion-CristianLuta,Bună seara!,2024-11-17T17:41:32Z,0
@stefanleru-p2q,👍,2024-11-17T17:41:19Z,1
@bogdanbogdan5281,"Daca votarea ar schimba ceva ar fi interzisa.Vorba lui Lenin.,,,Nu conteaza cine voteaza doar cine numara voturile...ce garantie ai ca votul tau ajunge unde trebuie....Alesii ni se inpun....Ce sa votam..Ciuca....inteligenta scazuta,,,Ciolacu la fel...etc....Puterile staine au nevoie ca in Romania sa fie presedinti cat mai slabi pregatiti si usor de manipulat...",2024-11-17T17:41:19Z,0
@svenzebs1808,"Ce sa va fac daca sunteti prosti, l-ati votat asta e. Stati linistiti, tura asta v-ati desteptat si o sa votati ce trebuie 🤣🤣",2024-11-17T17:41:15Z,0
@sissidog,"Ong isti ,corporatisti ,rezisti ..sunteti mandrii de creatia voastra Iohanis ?!  Voi..si jurnalistii corupti sunteti vinovati de toata aceasta mascarada .",2024-11-17T17:41:10Z,1
@Communism-89,Deceniul Iohannis a fost cel mai bun din istoria României. Asta e clar și n am fost in fan Iohannis!,2024-11-17T17:41:05Z,1
@stefantudorica3681,"Dispora: am gresit in acea zi , Dancila si Ponta ar fi furat mai putin decat acest presedinte cu aliantele hotiei. Rusine ROMANIA(haideti de azi inainte sa votam numai nume Romanesc) nu fac lobi pentru niciun partid,Romania este tara noastra .",2024-11-17T17:40:53Z,0
@2peuplayer,Tinand cont ca peste o saptamana poate romanii au inteles ceva macar din acest documentar si 1 mil de abonati Recorder sa nu mai votam PSD-PNL. Romani treziti-va!!!!,2024-11-17T17:40:52Z,1
@MDanM,"Asta i Președintele care a reușit sa facă in așa fel încât sa l urască toate generațiile din toti ăștia 10 ani. Este dezamăgirea României, s a stat la la coada in toată diaspora. Asta e omul care a ajutat la a îl uita pe Iliescu!!!",2024-11-17T17:40:46Z,0
@mihaitasipica5560,dancila 😅😅..proasta româniei,2024-11-17T17:40:41Z,0
@schurrle2836,Cea mai mare dezamăgire posibila.,2024-11-17T17:40:40Z,0
@ionutg8824,Anca Simina presedinte! 😊,2024-11-17T17:40:19Z,0
@mihaitasipica5560,"ce nu intelege românelu ..?!
Trebuie sa voteze  si la parlamdntare ..la fel cum voteaza si la presedintie",2024-11-17T17:40:03Z,0
@Flo-ex3cr,Îl detest mai mult decât pe Dragnea. M-a păcălit...,2024-11-17T17:39:58Z,1
@brian-qr8rr,❤BRAVO RECORDER SINGURA TRUST FARA FRICA SI ROMANII ADEVARATI,2024-11-17T17:39:58Z,0
@noctis2641,"Iohannis ar trebui incarcerat pentru inalta tradare, deci omul asta nu a facut absolut NIMIC, a tradat interesele tuturor romanilor si a Romaniei. Sa mai votati PSD/PNL spuma politicienilor...PSD/PNL partidele tradatorilor, hotilor, coruptilor si infractorilor",2024-11-17T17:39:44Z,0
@Kvist4Yx,Comentariu pentru algoritm,2024-11-17T17:39:44Z,1
@andreielena1887,Regret că te-am votat și PNL în preuna cu Rareș Bogdan să mă ierte Dumnezeu,2024-11-17T17:39:44Z,1
@johnnyssify,Pe ce sa bazat Jeghanis ca va fii ales? Pe Tovarasii lui Nemtii care fac jocurile in Europa😅,2024-11-17T17:39:36Z,0
@stancaalexc8355,"In anul 2014, eram decis ca il voi vota pe Johannis. Asa parea ca era gestul bun de facut, parea un personaj a carui imagine ar aduce un beneficiu Romaniei. M-am rasucit cand la ultima dezbatere cu Ponta, inainte de  a vota, Johannis si-a dat pe fata aroganta, inganfarea si dezgustul fata de Romania. In cabina de vot am pus stampila pe Ponta. Si in acest moment ma bucur pentru gestul facut! Am reusit sa vad peste poveste si nu am fost manipulat sa fac aceeasi greseala pe care parinții mei a facut-o cand l-au ales pe Basescu. In continuare ma bucur ca nu fac parte din naivii, ca sa nu spun prostii ,care au cazut in capcană. In 2019 am ales-o pe Dancila. O proasta in adevaratul sens am cuvantului, dar inofensiva. 
 Acum chiar nu stiu cu cine sa votez!",2024-11-17T17:39:36Z,0
@FootballNostredame,"În 2014 am fost în Germania,am mers și l-am votat!Singurul lucru pe care îl regret in viata mea pana acuma!Am votat pentru prima data  atunci!părerea mea e ca tara asta nu mai are nici o sansa!doar după o noua revoluție mare !!",2024-11-17T17:39:31Z,24
@elenahutanu9544,Recorder merită toată admirația și susținerea👏👏👏,2024-11-17T17:39:29Z,2
@claudiu1984c,Atatia ani pierduti ..imi pare asa de rau pt votul dat..,2024-11-17T17:39:27Z,0
@sorescudragos5231,CORVIN LUPU,2024-11-17T17:39:08Z,0
@Sitglm,Unul care ne-a disprețuit din toată inima !,2024-11-17T17:38:50Z,94
@nuperaa6617,"Un deceniu pierdut, zece ani mai târziu tot impostorii și analfabeții au curajul să ne ceară votul.",2024-11-17T17:38:26Z,2
@transilvania5811,"Nu a fost nici un fel de diferență între Iliescu, Constantinescu, Băsescu și Iohannis și următorul care va veni 🤦‍♂️",2024-11-17T17:38:18Z,1
@Nsc1956,"Tradatorule!!! Am stat La coada pentru tine…
 mi ai lasat un gust amar!!!  Nu uitati de 10 august cand am luat bastoane de la toti jegosii",2024-11-17T17:38:13Z,1
@VladStoian,Un mormânt de mincinos inuman. O lepră care a dat lecție de puroi următorilor. Vine urgia și Românela votează tot cu vome purulente. Lasconi (măcar pentru fiica bisexuală) și SENS la parlamentare. Restul e cangrenă curată.,2024-11-17T17:38:04Z,2
@BogdanHalauca,Offf Doamne….😢,2024-11-17T17:38:03Z,1
@Alexu_97,Merg până în oraș să îmi mai iau 3 pachete de popcorn că nu îmi ajunge un pachet.,2024-11-17T17:38:02Z,1
@carmenlazar7730,Deceniul îmbâcsit.,2024-11-17T17:37:58Z,0
@HyperGamerSteam,"Neamțul ăsta johanis, este mai josnic decât orice român josnic, dintre cei care ne-au făcut de rușine in vest. Atât de josnic, încât ne-a vândut cu totul mafiei viitorul și speranțele. 
Lasconi are votul meu, neamț trădător, c să ști.",2024-11-17T17:37:53Z,0
@darkinfinite24,Purely amazing.,2024-11-17T17:37:35Z,0
@liviuttn,Un mut foarte slab ca presedinte!,2024-11-17T17:37:26Z,0
@AnnaNico-mvt,"Ce ma faceți sa rad! Cum avea Iohannis sa facă Sibiu din România?! Pai ce, romanii sunt sibieni? Nu poți, ca președinte, sa faci din Kkt bici și sa mai și trosneasca!",2024-11-17T17:37:25Z,0
@matteoirime2189,extraordinar ❤,2024-11-17T17:37:12Z,1
@sorescudragos5231,mesaj pentru recorder:  Cainii latra ursu merge.    Voi sunteti acceptati de catre sistem.  Sunteti doar un motor de deviere a atentiei.,2024-11-17T17:37:06Z,2
@ciprisalaghie345,Unul și același... nimic mai mult 😢,2024-11-17T17:37:01Z,0
@oanamuntean4465,Nu am cuvinte de a spune ce simt. Ore intregi de stat la coada pentru un *of*,2024-11-17T17:36:57Z,0
@MrTrygon,"Vina e la noi, ca popor, ca am ajuns atat de permisivi cu clasa politica.",2024-11-17T17:36:39Z,0
@alexserban3442,Multumim!❤,2024-11-17T17:36:38Z,2
@EnacheMarius,Vizionare plăcută tuturor!,2024-11-17T17:35:59Z,3
@daniel4ro,Ciiiine este generaaaalu?,2024-11-17T17:35:54Z,0
@kykynezu3142,Dumnezeu să-l ierte să-i fie țărâna ușoară,2024-11-17T17:35:52Z,0
@pintea80,"Ar fi de investigat modul în care au fost alese locațiile pentru secțiile de votare din străinătate. De exemplu, în cazul orașului Nürnberg, Germania, secțiile de votare sunt situate într-un sătuc de la marginea orașului, iar pentru a ajunge acolo cu transportul public, este nevoie de aproximativ 2,5 ore dus-întors, la care se adaugă timpul de așteptare la cozi. Consider că o astfel de alegere pare să fie menită să descurajeze participarea la vot în diaspora.",2024-11-17T17:35:36Z,0
@markuivari5492,"Lasconi si Simion sunt singurii cu sanse sa intre in turul doi vs Ciolacu. Hai sa incercam sa nu repetam un Vadim-Iliescu. Lasconi nu este alegerea mea ideala dar este pe departe cea mai buna alegere dintre cei 3, sigur il bate pe Ciolacu daca intra in turul doi. Sa incercam sa nu pierdem inca un deceniu cu astia.",2024-11-17T17:35:34Z,2
@valentin.stamate,up up up,2024-11-17T17:35:03Z,1
@adrian_creștinul,🔝🔝🔝🔝,2024-11-17T17:35:02Z,0
@cosminandrei7760,RIP,2024-11-17T17:34:33Z,1
@vioricapreda3328,"Am crezut  în în el dar a dovedit  că  e un om slab și  comod,nu a stat de vorbă  cu poporul, rușine",2024-11-17T17:34:24Z,0
@iandrey13,A pus-o Johannis !,2024-11-17T17:34:11Z,0
@radudobra9885,❤,2024-11-17T17:34:03Z,1
@ioanaclaudia4480,"Iohannis, cea mai mare dezamăgire și rușine pentru țara noastră. Îmi pare rău pentru că l-am votat. 
Nici să-l aud nu mai suport.",2024-11-17T17:33:34Z,1
@iblendallday,Ar trebui trasa o linie la sfarsit de mandat si facut calculul cu ce s.a facut iar cei ce au votat prost ar trebui sa plateasca pentru alegerea facuta.eu n-am votat in ultimii 22 de ani pentru ca n.am avut pe cine si as vrea cei care au votat hoții bețivanii si traficanții de copii sa platească!,2024-11-17T17:33:27Z,0
@sm3nu3L,"O sleahta de jnapani imbracati in costum si cravata. Noua nomenclatura care a preluat puterea de la nomenclatura veche, comunista, care functioneaza fix pe aceleasi principii cretine - demagogie, manipulare, promisiuni, incompetenta. Vesnic pusi pe capatuiala, prin orice mijloace. Un stat esuat, tinut in spate artificial, cu sute de mii de trantori care nu-si justifica in nici un fel posturile, veniturile, existenta. Din cand in cand, cate un ""mare dosar"" iese la iveala si mai trezeste din amorteala marea masa inerta a cetatenilor incapabili sa scuture jugul, pt. ca mai apoi sa fie aruncat peste maldarul de ""mari dosare"" si incuiat in vreun dulap. Nici nu are cum sa fie altfel, o natie care nu-si asuma trecutul si inca isi premiaza atat calaii cat si urmasii acestora, nu merita altceva!",2024-11-17T17:33:20Z,0
@EugenMihail,"Masterpiece. 

S-ar fi putut interpreta cu ușurință ""Documentarul dezamăgirii"".

Mulțumesc Recorder!",2024-11-17T17:33:10Z,84
@ilie_bucsa,"Pfuaaauauaa, doar ce i-am dat play, am mari sperante!
Sper sa aiba un impact asupra oamenilor, mai ales acuma inainte de alegeri.
Suntem satui de PNL si PSD!",2024-11-17T17:33:07Z,0
@santiyash,"Am fost niste eroi mereu , nu doar ""astazi"" iar tu un nimic penal ca si restul celor ca tine ...pas cu pas ai semnat legi pe ascuns si a distrus tot. Romania lui peste , toti stim ce se intampla si la toti ne este ""prea bine"" .",2024-11-17T17:32:58Z,0
@gehorgenisturoaia3732,Iohannis un mare ticălos o rușine de om,2024-11-17T17:32:47Z,0
@ActionKiMO,"Nu l-am crezut niciodata. Doar cine nu stia cum a condus, de fapt, la Sibiu (si nici nu avea cum, la cat de controlata era media de acolo, astfel incat sa nu aflam de la stiri decat lucrurile bune), s-a lasat pacalit. Si n-au fost putini.",2024-11-17T17:32:39Z,0
@valentin267,Algoritm 👍👍,2024-11-17T17:32:35Z,0
@brian-qr8rr,Poate in ceasul al 12 va uitati pe cine votati,2024-11-17T17:32:18Z,0
@sergiurares0801,"singurii pe care-i urmaresc de la inceputuri...singurii care mai fac jurnalism in aceasta tara...cand partidele au din bugetul de stat bani pentru a plati emisiuni, acele emisiuni nu mai sunt impartiale, aceia care se vand pe bani nu mai sunt jurnalisti",2024-11-17T17:32:18Z,0
@AnnaNico-mvt,Parerea mea e ca Iohannis a fost de departe cea mai buna alegere. Și ar fi fost un președinte mai bun dacă și cei din jurul lui ar fi fost de calitate. Dar e prea mare mocirla in România iar președintele nu are atât de mare putere încât sa facă o f mare diferența.,2024-11-17T17:32:13Z,0
@cosminyb,iar o rupe tacerea recorder,2024-11-17T17:32:04Z,2
@petross27,cand ma gandesc ca in 2014 am dat mana cu el in campanie mi se pare penibil ce gresala..,2024-11-17T17:31:57Z,1
@majakus8425,"Stiu ca si alta data ca a aparut episod si cam stiu ca o sa imi fac nervi asa ca imi aprind un joint de acum , pace din germania 😠😡🤬👌🥦✌",2024-11-17T17:31:55Z,0
@MaxianFootball,Vizionare placuta! Multumim Recorder! 💙,2024-11-17T17:31:42Z,16
@sabindimian3600,Am stat la coada cu orele ca sa votam cel mai mare mincinos!,2024-11-17T17:31:39Z,2
@iulraf6968,"Nu mai pot urmări,  individul e clar un rebut. Vreau sa-l uit.",2024-11-17T17:31:21Z,1
@vioricapreda3328,"Prea târziu  din păcate, dezamăgire  maximă, Ioana a fost un complet  eșec, președinte  eșuat, o rușine pentru  România 😢",2024-11-17T17:30:48Z,5
@brian-qr8rr,Pai si atata de cretini ati fost la votat si a 2 oara😊,2024-11-17T17:30:47Z,0
@Mateicolors16,USR este singura șansă....,2024-11-17T17:30:29Z,2
@kristykratos8372,"Ne-am ars tare rău cu acest ""salvator"" al României! Și culmea e ca, ne-am ars de două ori! 😅😅",2024-11-17T17:30:21Z,1
@viorelS833,"Un tradator,toată România își pusese baza în el...",2024-11-17T17:30:02Z,0
@Game____pla,De ce linia melodica de la minutul 12 este pentru Monarchi 🤴😂😂😂,2024-11-17T17:29:55Z,0
@mihaiblojmotion,"E putin dubios cum toate lucrurile negative despre Iohannis, ies acum la iveala, pana acum nimeni din presa nu zicea nimic rau de el, erau doar cateva mici aparitii cu cele 6 casa, in rest liniste si pace, nici chiar dupa primii 5 ani de mandat, cand a trebuit sa iesim iara la vot si am votat ""raul cel mic"" atunci presa si online-ul aveau alte preocupari, gen cat de proasta e Dancila, de ce sa nu votam PSD, ciuma rosie, inloc sa ne limpesim ochii sa nu-i mai acordam rotobului al 2 ilea mandat, ci sa mergem spre ceva mai diferit gen USR...",2024-11-17T17:29:52Z,0
@sincorn11,Și nu s-a schimbat nimic nici în ăștia 10 ani 😂😂,2024-11-17T17:29:48Z,0
@V_for_Vendetta-b2y,"Thumbnail arata ca ""it's joever"". It's klaused. S-a inchis.",2024-11-17T17:29:38Z,1
@catalinlaslau,"Nu suntem vinovați pentru că l-am votat, suntem vinovati că , vreme de 10 ani am acceptat  sa micționeze pe noi. Și ne-a placut. Acum, când cad ultimii stropi, ne-am trezit.  Aceasta acceptare   a adus, acutalii candidați.  Vom accepta in continuare, probabil încă vreo 10 ani.  Dacă nu vom  accepta, in ziua alegerilor vom  fi in strada, nu în secția de votare.
P.S.  In curând ne vom reandragosti de un alt Iohannis, , de Bolojan. Ve va vrăji cu un alt Sibiu, de data asta orașul faptelor bune,,  un alt discurs,  competențe, performanță, creștere economică și vom avea creștere pentru clientela, creșteri de taxe, creștere a exploatarii. Inca nu ne-am trezit!",2024-11-17T17:29:35Z,1
@azazeal1788,"Imi pare rau sa va spun, dar de cand au venit prima oara ROMANII pe teritoriul nostru, noi nu am mai fost liberi, SCLAVI NON STOP!",2024-11-17T17:29:25Z,0
@dumeac,"Doua ore, Asta e un fel de Stapanul Inelelor. Ar fi fain sa incheie sorbind dintr-un ceai de la Putin.",2024-11-17T17:29:05Z,0
@wardeggerrobertmarius144,Explicați cum contează votul?🤷,2024-11-17T17:29:03Z,0
@danielasilion443,Ce naivi am fost! Și tot nu știm ce e de făcut...,2024-11-17T17:28:55Z,0
@Bdi12,Nu mai votez pnl in veci vecilor,2024-11-17T17:28:46Z,3
@ilieechim-gaming7553,Imi aminteste de reportajul : Dupa 30 de ani de democrație,2024-11-17T17:28:37Z,0
@leoninho8915,N-am apăsat pe o notificare mai rapid decât acum niciodată :)),2024-11-17T17:28:30Z,1
@AcErFrA,Un las. Atât .😢,2024-11-17T17:28:27Z,0
@Bdi12,"Ma uit la acest clip doar pentru algoritm,  stiu ce a facut iohannis si gașcă pnl",2024-11-17T17:28:12Z,1
@sissidog,"Cat de orbi am fost..cata manipulare si cu gruparea ,,Rezist""  nu va uitam tradatorilor.",2024-11-17T17:28:10Z,1
@marianeculai6483,"PE VREMEA LUI PONTA , ,,S-A ÎNROȘIT ȚARĂ,"",ACUM,IN ÎMPĂRĂȚIA LUI IOHANIS,ROMÂNIA S-A ÎNEGRIT!",2024-11-17T17:28:09Z,0
@MrMarianEugen,"Lasconi, singura optiune! Ne scapa de mafia PSD-PNL-AUR.",2024-11-17T17:27:29Z,5
@R.R.A.S,Algoritmul 🎉,2024-11-17T17:27:24Z,0
@csongi.barabas,"Doua ore despre o planta. Wow, si National Geographic este gelos! :)",2024-11-17T17:27:23Z,0
@olteanuionutsebastian5925,Hai cu algoritmul,2024-11-17T17:27:13Z,0
@LiaaM93,"Toți miniștrii,  liderii de partide, sunt aleși pe criteriul apartenenței la interesele unor indivizi din servicii, justiție,  etc.
Nu e nicio noutate  mai ales în ceea ce îl privește pe Bode, un individ unsuros ca și R.Bogdan și mulți alții.",2024-11-17T17:27:01Z,0
@ZAINEA0912,"Sa va fie frica, poporul se ridica! S-a oțețit rau de tot sloganul, s-a ridicat poporul, s-a ridicat asa de brusc, ca l-a luat ameteala si a uitat de ce!",2024-11-17T17:27:00Z,1
@levintanic,"Ce au pierdut oamenii in ultimii 10 ani (10 ANI) din cauza lui?  Unii doar aprox. 1/8 din viata, alti copii VIITORUL din cauza Romaniei educate si altii CHIAR VIATA. 
 Dumnezeu ne-a dat creier pentru a-l folosi.",2024-11-17T17:26:38Z,1
@schurrle2836,Comentariu pt algoritm,2024-11-17T17:26:31Z,0
@SheriffCristian,Nimic nu a făcut gunoiul ăsta de Iohannis în astea două mandate🤢🤮,2024-11-17T17:26:28Z,0
@Bdi12,Astăzi legile Iordache sunt în vigoare cu ajutorul pnl 😂,2024-11-17T17:26:19Z,9
@smitjee,"Ne uitam, oftam si ne continuam existenta de nimic creata de ei si de noi. Never ending story.",2024-11-17T17:26:17Z,1
@radu_014,Haideți să urcăm acest reportaj în top!,2024-11-17T17:26:15Z,0
@unomdubios501,"Un material bun ca să ne dăm seama cum vor fi următorii 10 ani dacă alegem ce ne mai bagă pe gât “analiștii” și “experții” în democrație. Amuzant și cum au început să vorbească prietenul Elenei Udrea, nea Preda, și Ghinea, unul dintre oamenii care au distrus USR-ul, sau Orban, care în 2012 se poza fericit cu Dragnea, dar vorbește de alianțe contra naturii în 2024. Spectacol.",2024-11-17T17:26:12Z,28
@tudor28,Cand comanzi Made in Germany de pe Wish,2024-11-17T17:26:10Z,1
@torebalordo,Va multumesc pentru material.RESPECT,2024-11-17T17:26:02Z,0
@costibuculei1951,"Multumim, Diaspora! Ati ales bine. De data asta probabil alegeati Sosoaca.",2024-11-17T17:25:43Z,1
@Magnus_.tattoo,"Dacă perioada de atunci când era un așa mare entuziasm și lucrurile păreau a merge în direcția bună, s-a dovedit a fi o mare dezamăgire, nu vreau să mă gândesc ce ne rezervă următorul deceniu, plecând de pe poziția prezentă când nu ai efectiv pe cine vota, și situația economică este mult mai fragilă.",2024-11-17T17:25:43Z,21
@sambapati,"You're talking shit! Deceniul Iohannis  a fost cel.mai bun din istoria modernă a României. Evident, este foarte comod sa transferam unui singur personaj politic toate handicapurile noastre și să aparem astfel neprihăniți.",2024-11-17T17:25:21Z,1
@sissidog,Nenorocirea de la Colectiv a fost comandata de afara pentru a scapa de Ponta si a face loc tehnocratului Ciolos...a fost mana lor  Am vrut sa scapam de dracu si am dat de tatsu...,2024-11-17T17:25:14Z,3
@catalinfree336,❤❤❤ pentru Recordar,2024-11-17T17:25:11Z,1
@Stefan_Vlad,Like si ma uit mai incolo,2024-11-17T17:24:51Z,0
@AlexFlavors,Sper ca Romania sa aiba un presedinte demn de aceasta tara si sa o duca pe drumul cel bun.,2024-11-17T17:24:43Z,0
@muzica609,Rușine usr,2024-11-17T17:24:33Z,1
@antiqsin,USR si Lasconi ! Votati masiv USR ca sa scapam dracu de clanuri,2024-11-17T17:24:33Z,2
@marianeculai6483,NU NE-A  COMUNICAT NICI MĂCAR  PE UNDE   S-A PLIMBAT  ÎN ACEȘTI 10 ANI,2024-11-17T17:24:28Z,0
